wall_id,materials,total_thickness,total_r_value,total_u_value,total_embodied_carbon,heat_transfer,total_cost
620,"[{'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.025), 'density': np.float64(64.0), 'conductivity': np.float64(0.038), 'u_value': np.float64(1.52), 'embodied_carbon_coefficient': np.float64(2.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Plywood', 'thickness': np.float64(0.011), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(15.873), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.049,0.739,72.949,24.671,13.532,35.23
621,"[{'material': 'Plywood', 'thickness': np.float64(0.023), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.576), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Foam glass', 'thickness': np.float64(0.138), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.406), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.172,2.617,55.601,40.24,3.821,98.73
622,"[{'material': 'Plywood', 'thickness': np.float64(0.019), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(9.174), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Cork slab', 'thickness': np.float64(0.055), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.8), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.089,1.388,44.457,18.959,7.205,48.32
623,"[{'material': 'Timber', 'thickness': np.float64(0.019), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.788), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.08), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(4.184), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Plywood', 'thickness': np.float64(0.015), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(11.628), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.114,0.589,19.6,21.062,16.978,54.43
624,"[{'material': 'Plywood', 'thickness': np.float64(0.025), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(6.944), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.025), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.721), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Timber', 'thickness': np.float64(0.034), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.119), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.084,1.197,10.784,30.079,8.354,46.98
625,"[{'material': 'Cement plaster', 'thickness': np.float64(0.015), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.055), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(0.763), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Timber', 'thickness': np.float64(0.028), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.571), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.098,1.72,50.953,36.888,5.814,37.45
626,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.075), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.526), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Straw board', 'thickness': np.float64(0.098), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(0.582), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Timber', 'thickness': np.float64(0.02), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.597), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.193,2.092,14.705,158.945,4.78,86.86
627,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.068), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(11.628), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.083), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.566), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.013), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(40.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.164,1.877,52.194,147.169,5.328,77.87
628,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.067), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(11.765), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.119), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.471), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.196,2.224,83.665,163.245,4.496,137.65
629,"[{'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.065), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(5.155), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Plywood', 'thickness': np.float64(0.021), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(8.264), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.248,0.439,81.589,57.315,22.779,59.94
630,"[{'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Straw board', 'thickness': np.float64(0.07), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(0.814), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Timber', 'thickness': np.float64(0.033), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.183), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.117,1.705,55.629,29.116,5.865,42.94
631,"[{'material': 'Plywood', 'thickness': np.float64(0.005), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Foam glass', 'thickness': np.float64(0.058), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.965), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Plywood', 'thickness': np.float64(0.006), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(29.412), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.069,1.099,64.86,16.321,9.099,111.25
632,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.045), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(17.544), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Cork slab', 'thickness': np.float64(0.043), 'density': np.float64(164.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.0), 'embodied_carbon_coefficient': np.float64(0.3), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.099,1.072,85.211,103.724,9.328,87.24
633,"[{'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Soft board', 'thickness': np.float64(0.038), 'density': np.float64(249.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(1.236), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(20.5), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.21,0.946,143.916,55.729,10.571,58.45
634,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.043), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(0.698), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.066,1.477,91.795,8.767,6.77,30.19
635,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.07), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(11.236), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.082), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.573), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.164,1.857,55.287,150.733,5.385,77.87
636,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.035), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(22.727), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Straw board', 'thickness': np.float64(0.027), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(2.11), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Plywood', 'thickness': np.float64(0.007), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(25.0), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.069,0.558,49.837,74.848,17.921,84.64
637,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.063), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(12.5), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.086), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.651), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.162,1.634,68.707,153.349,6.12,137.65
